Company Name,Geography,Geography Code,Sector,CA100 Focus Company,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Carbon Performance Alignment 2025,Carbon Performance Alignment 2027,Carbon Performance Alignment 2035,Carbon Performance Alignment 2050,Benchmark ID,Years with targets,History to Projection cutoff year,CP Unit,Assumptions,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050
Nissan,Japan,JPN,Autos,Yes,large,JP3672400003,6642860,01/02/2018,14/02/2018,,,,2 Degrees (Shift-Improve),Autos_01/02/2018,,2015,Average new vehicle emissions (grams of CO2 per kilometre [NEDC]),,145.0,148.0,140.0,134.0,128.0,122.0,117.0,112.0,107.0,102.0,98.0,93.0,89.0,85.0,82.0,78.0,75.0,71.0,,,,,,,,,,,,,,,,,,,,
Nisshin Steel,Japan,JPN,Steel,No,medium,JP3676200003,B89C2N9,01/02/2020,20/12/2019,,,,Not Aligned,Steel_01/02/2020,,2018,Carbon intensity (tonnes of CO2 per tonne of steel),TPI has not made any further assumptions in order to project this companyís Carbon Performance.,2.4,2.37,2.36,2.35,2.43,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nisshin Steel,Japan,JPN,Steel,No,medium,JP3676200003,B89C2N9,01/09/2018,18/09/2018,,,,Not Aligned,Steel_01/09/2018,,2016,Carbon intensity (tonnes of CO2 per tonne of steel),"Nisshin Steel has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",2.11,2.17,2.18,2.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nisshin Steel,Japan,JPN,Steel,No,medium,JP3676200003,B89C2N9,01/09/2017,14/09/2017,,,,Not Aligned,Steel_01/11/2017,,2015,Carbon intensity (tonnes of CO2 per tonne of steel),,2.11,2.17,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noble Energy,United States of America,USA,Oil & Gas,No,medium,US6550441058,2640761,01/10/2020,12/08/2020,,,,Not Aligned,Oil & Gas_01/10/2020,,2019,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has not disclosed sufficient data on any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,66.04,65.01,64.72,65.9,66.72,66.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Noble Energy,United States of America,USA,Oil & Gas,No,medium,US6550441058,2640761,01/09/2019,02/08/2019,,,,Not Aligned,Oil & Gas_01/09/2019,,2018,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has not disclosed sufficient data on any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,65.914,64.897,64.61,65.791,66.625,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nornickel,Russia,RUS,Diversified Mining,Yes,large,RU0007288411;US55315J1025;US46626D1081,B5B1TX2;BYSW6D0;2768243,01/02/2021,23/12/2020,Below 2 Degrees,,Below 2 Degrees,Below 2 Degrees,Diversified Mining_01/02/2021,,2019,Carbon intensity (tonne CO2e / tonne copper equivalent),The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.,,,,7.955,8.144,7.834,7.488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nornickel,Russia,RUS,Diversified Mining,Yes,large,RU0007288411;US55315J1025;US46626D1081,B5B1TX2;BYSW6D0;2768243,01/10/2020,12/08/2020,,,,Below 2 Degrees,Diversified Mining_01/10/2020,,2019,Carbon intensity (tonne CO2e / tonne copper equivalent),The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology.,,,,7.95,8.14,7.83,7.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Norsk Hydro,Norway,NOR,Aluminium,No,medium,NO0005052605,B11HK39,01/05/2024,06/05/2024,,1.5 Degrees,1.5 Degrees,1.5 Degrees,Aluminium_01/07/2023,,2022,Carbon intensity (tCO2e / t aluminium),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s aluminium production grows according to the global growth rate projected in the IEA’s Energy Technology Perspectives model Reference Technology scenario. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",4.438994165,4.685963822,4.530652446,4.373292585,3.337596446,3.469320119,3.396070977,3.20269433,3.14544079,3.143595845,2.89161213,2.639628416,2.387644702,2.233624618,2.079604534,1.92558445,1.771564367,1.617544283,1.536667069,1.455789855,1.374912641,1.294035426,1.213158212,1.132280998,1.051403784,0.97052657,0.889649356,0.808772142,0.727894927,0.647017713,0.566140499,0.485263285,0.404386071,0.323508857,0.242631642,0.161754428,0.080877214,0.0
Norsk Hydro,Norway,NOR,Aluminium,No,medium,NO0005052605,B11HK39,01/07/2023,04/05/2023,1.5 Degrees,,1.5 Degrees,1.5 Degrees,Aluminium_01/07/2023,2025;2030;2050,2022,Carbon intensity (tCO2e / t aluminium),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s aluminium production grows according to the global growth rate projected in the IEA’s Energy Technology Perspectives model Reference Technology scenario.  When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",4.438994165,4.685963822,4.530652446,4.373292585,3.337596446,3.469320119,3.396070977,3.20269433,3.14544079,3.149831787,2.962982168,2.776132549,2.589282929,2.474203688,2.359124447,2.244045206,2.128965964,2.013886723,1.913192387,1.812498051,1.711803714,1.611109378,1.510415042,1.409720706,1.30902637,1.208332034,1.107637698,1.006943361,0.906249025,0.805554689,0.704860353,0.604166017,0.503471681,0.402777345,0.302083008,0.201388672,0.100694336,0.0
Norsk Hydro,Norway,NOR,Aluminium,No,medium,NO0005052605,B11HK39,01/04/2022,01/04/2022,Below 2 Degrees,,Below 2 Degrees,Below 2 Degrees,Aluminium_01/02/2021,2025;2030;2050,2020,Carbon intensity (tCO2e / t aluminium),"The company has set targets to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI has assumed that: The company’s aluminium production grows according to the global growth rate projected in the IEA’s Energy Technology Perspectives model Reference Technology scenario. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,3.447,3.347,3.25,3.161,3.188,3.104,2.673,2.531,2.39,2.248,2.107,1.966,1.869,1.773,1.677,1.581,1.485,1.435,1.385,1.334,1.284,1.233,1.183,1.133,1.082,1.032,0.981,0.931,0.88,0.83,0.78,0.729,0.679,0.628,0.578,0.528,0.477
Norsk Hydro,Norway,NOR,Aluminium,No,medium,NO0005052605,B11HK39,01/02/2021,23/12/2020,Below 2 Degrees,,Below 2 Degrees,Paris Pledges,Aluminium_01/02/2021,2025;2030,2019,Carbon intensity (tCO2e / t aluminium),"The company has set targets to reduce its absolute emissions. To calculate this company's targeted emissions intensity, TPI has assumed that: The company's aluminium production grows according to the global growth rate projected in the IEA's Energy Technology Perspectives model Reference Technology scenario.",3.306,3.447,3.347,3.25,3.161,3.188,3.113,3.022,2.93,2.839,2.748,2.657,2.565,2.453,2.341,2.229,2.116,2.004,,,,,,,,,,,,,,,,,,,,
Norsk Hydro,Norway,NOR,Aluminium,No,medium,NO0005052605,B11HK39,01/02/2020,20/12/2019,,,,Below 2 Degrees,Aluminium_01/02/2020,,2018,Carbon intensity (tCO2e / t aluminium),"The company has set targets to reduce its absolute emissions. To calculate this companyís targeted emissions intensity, TPI has assumed that: The companyís aluminium production grows according to the global growth rate projected in the IEAís Energy Technology Perspectives model ëReference Technologyí scenario. Norsk Hydro has a net zero emissions target for 2020. TPI does not consider this target, as it includes avoided emissions.",3.306230218,3.446921084,3.36947713,3.325620713,3.307644373,3.321617094,3.232887954,3.144158813,3.055429673,2.966700533,2.877971392,2.789242252,2.700513112,2.588547633,2.476582155,2.364616676,2.252651198,2.140685719,,,,,,,,,,,,,,,,,,,,
Norsk Hydro,Norway,NOR,Aluminium,No,medium,NO0005052605,B11HK39,01/02/2019,17/12/2018,,,,Paris Pledges,Aluminium_01/02/2019,,2017,Carbon intensity (tCO2e / t aluminium),"TPI has not made any further assumptions in order to project this company’s Carbon Performance.
Norsk Hydro has a net zero emissions target for 2020. TPI does not consider this target, as it includes avoided emissions.",3.31,3.46,3.45,3.35,3.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NovaTek,Russia,RUS,Oil & Gas,Yes,large,RU000A0DKVS5;US6698881090,B59HPK1;B0DK750,01/11/2021,05/08/2021,Not Aligned,,Not Aligned,Not Aligned,Oil & Gas_01/11/2021,2030,2020,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company’s target covers a subset of Scope 1, 2 and 3 (use of sold products) emissions. The emissions intensities of all emissions not covered by the target are assumed to remain constant from the level of the latest disclosure. The company has set further targets to reduce its emissions intensity, but they could not be included in this assessment as it was not possible to make them consistent with TPI’s methodology.",,59.12353999,60.16524377,61.37867336,60.61472343,60.73572341,61.90542877,61.4487567,61.48483423,61.52091177,61.55698931,61.59306684,61.62914438,61.66522191,61.70129945,61.73737698,61.77345452,61.80953205,,,,,,,,,,,,,,,,,,,,
NovaTek,Russia,RUS,Oil & Gas,Yes,large,RU000A0DKVS5;US6698881090,B59HPK1;B0DK750,01/10/2020,12/08/2020,,,,Not Aligned,Oil & Gas_01/10/2020,,2019,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has not disclosed sufficient data on any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,59.12,60.17,61.38,60.61,60.74,61.88,61.87,61.85,61.84,61.83,61.82,61.81,61.8,61.79,61.78,61.76,61.75,,,,,,,,,,,,,,,,,,,,
NovaTek,Russia,RUS,Oil & Gas,Yes,large,RU000A0DKVS5;US6698881090,B59HPK1;B0DK750,01/09/2019,02/08/2019,,,,Not Aligned,Oil & Gas_01/09/2019,,2017,Emissions intensity (gCO2e / MJ),"The company has not disclosed an emissions intensity that TPI can use to assess current and/or future Carbon Performance. The carbon intensity has been (re-)calculated according to TPI methodology. The company has not disclosed sufficient data on any quantitative targets to reduce its emissions, which TPI can use to estimate future Carbon Performance.",,58.367,59.402,60.72,60.075,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Novolipetsk Steel,Russia,RUS,Steel,No,large,RU0009046452;US67011E2046,B59FPC7;B0RTNX3,01/02/2021,23/12/2020,Not Aligned,,Not Aligned,Not Aligned,Steel_01/02/2021,2023,2019,Carbon intensity (tonnes of CO2 per tonne of steel),TPI has not made any further assumptions in order to project this company’s Carbon Performance.,,,2.04,1.98,1.97,1.96,2.04,2.015,1.99,1.965,1.94,,,,,,,,,,,,,,,,,,,,,,,,,,,
Novolipetsk Steel,Russia,RUS,Steel,No,large,RU0009046452;US67011E2046,B59FPC7;B0RTNX3,01/02/2020,20/12/2019,,,,Not Aligned,Steel_01/02/2020,,2018,Carbon intensity (tonnes of CO2 per tonne of steel),"Novolipetsk Steel has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,1.97,1.91,1.9,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Novolipetsk Steel,Russia,RUS,Steel,No,large,RU0009046452;US67011E2046,B59FPC7;B0RTNX3,01/09/2018,18/09/2018,,,,No or unsuitable disclosure,Steel_01/09/2018,,,Carbon intensity (tonnes of CO2 per tonne of steel),"Novolipetsk Steel has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Novolipetsk Steel,Russia,RUS,Steel,No,large,RU0009046452;US67011E2046,B59FPC7;B0RTNX3,01/09/2017,14/09/2017,,,,No or unsuitable disclosure,Steel_01/11/2017,,,Carbon intensity (tonnes of CO2 per tonne of steel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nucor,United States of America,USA,Steel,No,medium,US6703461052,2651086,01/10/2023,12/06/2023,1.5 Degrees,,1.5 Degrees,Below 2 Degrees,Steel_01/04/2022,2030,2021,Carbon intensity (tonnes of CO2 per tonne of steel),"TPI has not made any further assumptions in order to project this company’s Carbon Performance.  When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,0.59,0.53,0.5,0.49,0.5,0.47,0.43,0.424833333,0.419666667,0.4145,0.409333333,0.404166667,0.399,0.393833333,0.388666667,0.3835,,,,,,,,,,,,,,,,,,,,
Nucor,United States of America,USA,Steel,No,medium,US6703461052,2651086,01/04/2022,01/04/2022,1.5 Degrees,,1.5 Degrees,Below 2 Degrees,Steel_01/04/2022,2030,2020,Carbon intensity (tonnes of CO2 per tonne of steel),"The company has not disclosed sufficient data on current emissions for year before 2020, which TPI can use to estimate current or future Carbon Performance. The company has set targets to reduce its emissions intensity. When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,,,,,,,0.47,0.462,0.454,0.446,0.438,0.43,0.422,0.414,0.406,0.398,0.39,,,,,,,,,,,,,,,,,,,,
Nucor,United States of America,USA,Steel,No,medium,US6703461052,2651086,01/02/2021,23/12/2020,No or unsuitable disclosure,,No or unsuitable disclosure,No or unsuitable disclosure,Steel_01/02/2021,,,Carbon intensity (tonnes of CO2 per tonne of steel),"The company has not disclosed sufficient data on current emissions, or any quantitative targets to reduce its emissions, which TPI can use to estimate current or future Carbon Performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nucor,United States of America,USA,Steel,No,medium,US6703461052,2651086,01/02/2020,20/12/2019,,,,No or unsuitable disclosure,Steel_01/02/2020,,,Carbon intensity (tonnes of CO2 per tonne of steel),"Nucor has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nucor,United States of America,USA,Steel,No,medium,US6703461052,2651086,01/09/2018,18/09/2018,,,,2 Degrees,Steel_01/09/2018,,2016,Carbon intensity (tonnes of CO2 per tonne of steel),"Nucor has not disclosed quantitative targets to reduce its emissions, which TPI can use to estimate future carbon performance.",,,0.86,0.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Nucor,United States of America,USA,Steel,No,medium,US6703461052,2651086,01/09/2017,14/09/2017,,,,No or unsuitable disclosure,Steel_01/11/2017,,,Carbon intensity (tonnes of CO2 per tonne of steel),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
OGE Energy,United States of America,USA,Electricity Utilities,No,small,US6708371033,2657802,01/11/2023,04/07/2023,Not Aligned,,Not Aligned,Not Aligned,Electricity Utilities_01/11/2021,2030,2021,Carbon intensity (metric tonnes of CO2 per MWh electricity generation),"The company has set a target to reduce its absolute emissions. To calculate this company’s targeted emissions intensity, TPI assumes that the company’s electricity generation grows according to the national or regional electricity generation growth rate projected in the IEA’s 2020 World Energy Outlook’s Stated Policies Scenario (STEPS). When interpreting TPI Carbon Performance data, it is important to bear in mind that climate science shows temperature change is proportional to cumulative absolute CO2 emissions.",,0.71,0.63,0.65,0.662,0.626,0.552,0.556,0.63,0.625677947,0.621355893,0.61703384,0.612711786,0.608389733,0.604067679,0.599745626,0.595423572,0.591101519,,,,,,,,,,,,,,,,,,,,
