Company Name,Geography,Geography Code,Sector,CA100 Company?,Large/Medium Classification,ISINs,SEDOL,Publication Date,Assessment Date,Level,Performance compared to previous year,Q1L0|Does the company acknowledge climate change as a significant issue for the business?,Q2L1|Does the company recognise climate change as a relevant risk and/or opportunity for the business?,Q3L1|Does the company have a policy (or equivalent) commitment to action on climate change?,Q4L2|Has the company set greenhouse gas emission reduction targets?,Q5L2|Has the company published information on its Scope 1 and 2 greenhouse gas emissions?,Q6L3|Has the company nominated a board member or board committee with explicit responsibility for oversight of the climate change policy?,Q7L3|Has the company set quantitative targets for reducing its greenhouse gas emissions?,Q8L3|Does the company report on Scope 3 emissions?,Q9L3|Has the company had its operational (Scope 1 and/or 2) greenhouse gas emissions data verified?,Q10L3|Does the company support domestic and international efforts to mitigate climate change?,Q11L3|Does the company have a process to manage climate-related risks?,Q12L3|Does the company disclose materially important Scope 3 emissions?,Q13L4|Has the company set long-term quantitative targets for reducing its greenhouse gas emissions?,Q14L4|Does the company's remuneration for senior executives incorporate climate change performance?,Q15L4|Does the company incorporate climate change risks and opportunities in their strategy?,Q16L4|Does the company undertake climate scenario planning?,Q17L4|Does the company disclose an internal price of carbon?,Q18L4|Does the company disclose the actions necessary to meet its emissions-reduction targets?,Q19L5|Does the company quantify the key elements of its emissions reduction strategy and the proportional impact of each action in achieving its targets?,Q20L5|Does the company's transition plan clarify the role that will be played by offsets and/or negative emissions technologies?,Q21L5|Does the company commit to phasing out capital expenditure on carbon intensive assets or products?,Q22L5|Does the company align future capital expenditures with its long-term decarbonisation goals and disclose how the alignment is determined?,Q23L5|Does the company ensure consistency between its climate change policy and the positions taken by trade associations of which it is a member?
Sojitz,Japan,JPN,Coal Mining,No,medium,JP3663900003,6594143,01/11/2023,24/04/2023,5,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Solaria,Spain,ESP,Electricity Utilities,No,small,ES0165386014,B1YVKJ4,01/11/2023,04/05/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,No,Yes,No,No,No,No,No,No,No,No,No
Solvay,Belgium,BEL,Chemicals,No,medium,BE0003470755,4821100,01/11/2023,28/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
Sony,Japan,JPN,Other Industrials,No,large,JP3435000009,6821506,01/11/2023,01/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
South32 (Aluminium),Australia,AUS,Aluminium,Yes,large,AU000000S320,BWSW5D9,01/11/2023,14/02/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes
South32 (Coal Mining),Australia,AUS,Coal Mining,Yes,large,AU000000S320,BWSW5D9,01/11/2023,14/02/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes
South32 (Diversified mining),Australia,AUS,Diversified Mining,Yes,large,AU000000S320,BWSW5D9,01/11/2023,14/02/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes
Southern Company,United States of America,USA,Electricity Utilities,Yes,large,US8425871071,2829601,01/11/2023,05/05/2023,5,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Southern Copper,United States of America,USA,Diversified Mining,No,large,US84265V1052,2823777,01/11/2023,17/04/2023,2,unchanged,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Southern Province Cement,Saudi Arabia,SAU,Cement,No,medium,SA0007879501,B131QN1,01/11/2023,17/04/2023,0,unchanged,No,No,No,No,No,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
Southwest,United States of America,USA,Airlines,No,large,US8447411088,2831543,01/11/2023,10/03/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,No,No,No,No,Yes,No,No,No,No,No
Southwestern Energy,United States of America,USA,Oil & Gas,No,small,US8454671095,2828619,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No
Spirit Airlines,United States of America,USA,Airlines,No,small,US8485771021,B3ZG8F4,01/11/2023,04/05/2023,2,unchanged,Yes,Yes,Yes,No,No,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
Spring Airlines,China,CHN,Airlines,No,unlisted,CNE100001V45,BZ0D1W2,01/11/2023,17/04/2023,0,unchanged,No,No,No,No,No,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
Ssangyong C&E,South Korea,KOR,Cement,No,medium,KR7003410008,6837280,01/11/2023,05/05/2023,2,unchanged,Yes,Yes,Yes,No,Yes,No,No,No,Yes,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
St Gobain,France,FRA,Other Industrials,Yes,large,FR0000125007,7380482,01/11/2023,05/05/2023,5,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Stanley Black & Decker,United States of America,USA,Consumer Goods,No,medium,US8545021011,B3Q2FJ4,01/11/2023,24/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Starbucks,United States of America,USA,Consumer Goods,No,large,US8552441094,2842255,01/11/2023,17/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,No,No,Yes,No,No,No,No,No
Steel Authority of India,India,IND,Steel,No,medium,INE114A01011,6121499,01/11/2023,17/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
Steel Dynamics,United States of America,USA,Steel,No,medium,US8581191009,2849472,01/11/2023,27/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,No,No,Yes,No,No,No,No,No
Stellantis NV,European Union,EUR,Autos,Yes,large,NL00150001Q9,BM9RCN2,01/11/2023,25/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,No,No,Yes,No,Yes,No,No,No,No,No
Stora Enso,Finland,FIN,Paper,No,medium,FI0009005961;FI0009007611,5072673;5594144,01/11/2023,20/04/2023,5,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Subaru,Japan,JPN,Autos,No,large,JP3814800003,6356406,01/11/2023,27/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
Sumitomo,Japan,JPN,Coal Mining,No,large,JP3404600003,6858946,01/11/2023,30/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,No
Sumitomo Chemical,Japan,JPN,Aluminium,No,medium,JP3401400001,6858560,01/11/2023,01/05/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
Sumitomo Electric Industries,Japan,JPN,Other Industrials,No,large,JP3407400005,6858708,01/11/2023,14/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,Yes,Yes,No,No,No,No,No,No
Sumitomo Metal Mining,Japan,JPN,Diversified Mining,No,large,JP3402600005,6858849,01/11/2023,04/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,No,No,Yes
Sumitomo Osaka Cement,Japan,JPN,Cement,No,medium,JP3400900001,6858548,01/11/2023,07/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
Suncor Energy,Canada,CAN,Oil & Gas,Yes,large,CA8672241079,B3NB1P2,01/11/2023,05/05/2023,5,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
Suzano,Brazil,BRA,Paper,Yes,large,BRSUZBACNOR0,B02GKC7,01/11/2023,19/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No
Suzuki,Japan,JPN,Autos,Yes,large,JP3397200001,6865504,01/11/2023,22/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No
Sylvamo,United States of America,USA,Paper,No,small,US8713321029,BMW72C8,01/11/2023,15/01/2023,2,new,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
Symrise,Germany,DEU,Chemicals,No,large,DE000SYM9999,B1JB4K8,01/11/2023,04/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No
Syrah Resources,Australia,AUS,Diversified Mining,No,small,AU000000SYR9,B23HV20,01/11/2023,26/04/2023,2,new,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Sysco,United States of America,USA,Consumer Goods,No,large,US8718291078,2868165,01/11/2023,27/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,No,Yes,No,No,Yes,No,No,No,No,No
T-Mobile,United States of America,USA,Services,No,large,US8725901040,B94Q9V0,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,No,Yes,No,No,No,No,No,No
TC Energy,Canada,CAN,Oil & Gas Distribution,Yes,large,CA87807B1076,BJMY6G0;BJMY6F9,01/11/2023,05/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes,No,No,No,No,No
TDK,Japan,JPN,Other Industrials,No,large,JP3538800008,6869302,01/11/2023,29/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes
TE Connectivity,United States of America,USA,Other Industrials,No,large,CH0102993182,B62B7C3,01/11/2023,03/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
TEPCO,Japan,JPN,Electricity Utilities,No,large,JP3585800000,6895404,01/11/2023,03/05/2023,5,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
TIng Hsin,China,CHN,Food Producers,No,large,KYG8878S1030,#N/A,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
TJX,United States of America,USA,Consumer Goods,No,large,US8725401090,2989301,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
Taiheiyo Cement,Japan,JPN,Cement,No,medium,JP3449020001,6660204,01/11/2023,13/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Taiwan Cement,Taiwan,TWN,Cement,No,large,TW0001101004,6869937,01/11/2023,05/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No
Taiwan Semiconductor Manufacturing,Taiwan,TWN,Other Industrials,No,large,TW0002330008,6889106,01/11/2023,27/04/2023,5,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
Tangshan Jidong Cement,China,CHN,Cement,No,small,CNE000000GX5,6889946,01/11/2023,24/04/2023,1,new,Yes,No,Yes,No,No,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
Targa Resources,United States of America,USA,Oil & Gas Distribution,No,medium,US87612G1013,B55PZY3,01/11/2023,12/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No
Target,United States of America,USA,Services,No,large,US87612E1064,2259101,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Not Applicable,Yes,No,Yes,Yes,No,No,No,No,No,No,No
Tasnee,Saudi Arabia,SAU,Steel,No,medium,SA0007879170,B136MP0,01/11/2023,24/04/2023,1,new,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
Tata Motors,India,IND,Autos,No,large,INE155A01022,B611LV1,01/11/2023,27/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No
Tata Power,India,IND,Coal Mining,No,large,INE245A01021,B6Z1L73,01/11/2023,24/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
Tata Steel,India,IND,Steel,No,large,INE081A01012;INE00BYW9529,6101156;BG02FM4,01/11/2023,21/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,No,Yes,Yes,Yes,No,No,No,No,No
Tate & Lyle,United Kingdom,GBR,Food Producers,No,medium,GB00BP92CJ43,BP92CJ4,01/11/2023,07/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes,No,No
Tbea,China,CHN,Coal Mining,No,unlisted,CNE000000RB8,6003973,01/11/2023,01/03/2023,1,unchanged,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No
Teck Resources (Coal Mining),Canada,CAN,Coal Mining,Yes,medium,CA8787422044,2879327;2124533,01/11/2023,10/03/2023,5,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Teck Resources (Diversified mining),Canada,CAN,Diversified Mining,Yes,medium,CA8787422044,2879327;2124533,01/11/2023,10/03/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Teijin,Japan,JPN,Chemicals,No,medium,JP3544000007,6880507,01/11/2023,04/05/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Telefonica,Spain,ESP,Services,No,large,ES0178430E18,5732524,01/11/2023,25/04/2023,5,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Tenaga Nasional,Malaysia,MYS,Electricity Utilities,No,large,MYL5347OO009,6904612,01/11/2023,10/03/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Not Applicable,Yes,No,No,Yes,No,Yes,No,No,No,No,No
Tenaris,Italy,ITA,Steel,No,large,LU0156801721,7538515,01/11/2023,25/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No
Tencent,China,CHN,Services,No,large,KYG875721634,BMMV2K8,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,No,No,Yes,No,Yes,No,No,No
Terna,Italy,ITA,Electricity Utilities,No,medium,IT0003242622,B01BN57,01/11/2023,19/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
Tesla,United States of America,USA,Autos,No,large,US88160R1014,B616C79,01/11/2023,17/04/2023,2,unchanged,Yes,Yes,Yes,No,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No
Texas Instruments,United States of America,USA,Other Industrials,No,large,US8825081040,2885409,01/11/2023,25/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
Textron,United States of America,USA,Other Industrials,No,medium,US8832031012,2885937,01/11/2023,05/05/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No
Thermo Fisher Scientific,United States of America,USA,Other Industrials,No,large,US8835561023,2886907,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
Thungela Resources,South Africa,ZAF,Coal Mining,No,small,ZAE000296554,BMV3M27,01/11/2023,25/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No
ThyssenKrupp,Germany,DEU,Steel,Yes,large,DE0007500001,5636927,01/11/2023,19/04/2023,5,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Tofas,Turkey,TUR,Autos,No,large,TRATOASO91H3,B03MY33,01/11/2023,19/04/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No
Tohoku Elec Power,Japan,JPN,Electricity Utilities,No,large,JP3605400005,6895266,01/11/2023,29/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No
Tokushu Tokai Paper,Japan,JPN,Paper,No,small,JP3624900001,B1TK212,01/11/2023,05/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,Not Applicable,Yes,No,No,Yes,No,Yes,No,Yes,No,No,No
Tokuyama,Japan,JPN,Cement,No,medium,JP3625000009,6895761,01/11/2023,26/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
Tokyo Gas,Japan,JPN,Oil & Gas Distribution,No,large,JP3573000001,6895448,01/11/2023,25/04/2023,5,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Tokyo Steel Manufacturing,Japan,JPN,Steel,No,small,JP3579800008,6895879,01/11/2023,30/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No
Toray Industries,Japan,JPN,Chemicals,Yes,large,JP3621000003,6897143,01/11/2023,03/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Torrent Power,India,IND,Electricity Utilities,No,medium,INE813H01021,B1JLL30,01/11/2023,24/04/2023,1,new,Yes,No,Yes,No,Yes,No,No,No,No,No,No,Not Applicable,No,No,No,No,No,No,No,No,No,No,No
Toshiba,Japan,JPN,Consumer Goods,No,large,JP3592200004,6897217,01/11/2023,04/05/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Tosoh,Japan,JPN,Cement,No,medium,JP3595200001,6900289,01/11/2023,25/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,No,Yes,Yes,Yes,Yes,Yes,No,No,No,No
TotalEnergies,France,FRA,Oil & Gas,Yes,large,FR0000120271,B15C557;B128WJ1,01/11/2023,05/05/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,No,No
Toyo Seikan Group,Japan,JPN,Steel,No,medium,JP3613400005,6900267,01/11/2023,01/05/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,Yes,No,No,No,No,No,No,No
Toyo Suisan Kaisha,Japan,JPN,Food Producers,No,medium,JP3613000003,6899967,01/11/2023,17/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No
Toyota,Japan,JPN,Autos,Yes,large,JP3633400001,6900643;0851435,01/11/2023,05/05/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes
Toyota Tsusho,Japan,JPN,Coal Mining,No,large,JP3635000007,6900580,01/11/2023,04/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Trane Technologies,United States of America,USA,Other Industrials,Yes,large,IE00BK9ZQ967,BK9ZQ96,01/11/2023,09/03/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No
TransAltaoration,Canada,CAN,Electricity Utilities,No,small,CA89346D1078,2901628,01/11/2023,05/05/2023,4,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,No,Yes,No,No,No,No,No,No
Tronox,United States of America,USA,Chemicals,No,small,GB00BJT16S69,BJT16S6,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,No
Tung Ho Steel,Taiwan,TWN,Steel,No,small,TW0002006004,6907310,01/11/2023,28/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,Yes,Yes,No,No,No,No,No,No,No
Turkish Airlines,Turkey,TUR,Airlines,No,medium,TRATHYAO91M5,B03MYK0,01/11/2023,19/04/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
Tyson Foods,United States of America,USA,Food Producers,No,medium,US9024941034,#N/A,01/11/2023,05/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,No,No,No,No,No,No
U-Ming,Taiwan,TWN,Shipping,No,medium,TW0002606001,6911377,01/11/2023,05/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Not Applicable,Yes,No,No,No,No,No,No,No,No,No,No
UACJ,Japan,JPN,Aluminium,No,small,JP3826900007,B0N9WZ2,01/11/2023,13/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,No,Yes,No,No,No,No,No,No,No
UPL,India,IND,Chemicals,No,large,INE628A01036,B0L0W35,01/11/2023,03/05/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,Yes,No,No,No,No
UPM-Kymmene,Finland,FIN,Paper,No,large,FI0009005987,5051252,01/11/2023,05/05/2023,4,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No
US Foods,United States of America,USA,Food Producers,No,small,US9120081099,BYVFC94,01/11/2023,28/04/2023,2,new,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No
Ube Industries,Japan,JPN,Cement,No,medium,JP3158800007,6910705,01/11/2023,08/05/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
Uber Technologies,United States of America,USA,Services,No,large,US90353T1007,BK6N347,01/11/2023,24/04/2023,3,new,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,No,No,Yes,No,No,No,No,No,No,No
UltraTech Cement,India,IND,Cement,Yes,large,INE481G01011,B01GZF6,01/11/2023,24/04/2023,3,unchanged,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Not Applicable,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No
